state,fips,year,County,population,deaths
MD,24005,2013,Baltimore County,812261,143
MD,24005,2014,Baltimore County,817720,189
MD,24015,2006,Cecil County,98821,18
MD,24015,2007,Cecil County,99628,25
MD,24015,2008,Cecil County,100232,10
MD,24015,2009,Cecil County,99069,17
MD,24015,2010,Cecil County,100139,23
MD,24015,2011,Cecil County,100716,29
MD,24015,2012,Cecil County,101109,25
MD,24015,2013,Cecil County,101435,16
MD,24015,2014,Cecil County,101803,33
MD,24021,2006,Frederick County,224211,21
MD,24021,2007,Frederick County,227463,16
MD,24021,2008,Frederick County,229286,13
MD,24021,2009,Frederick County,224185,20
MD,24021,2010,Frederick County,229205,10
MD,24021,2011,Frederick County,231725,20
MD,24021,2012,Frederick County,234268,21
MD,24021,2013,Frederick County,236668,25
MD,24021,2014,Frederick County,239253,32
MD,24025,2006,Harford County,241163,36
MD,24025,2007,Harford County,241634,29
MD,24025,2008,Harford County,242779,34
MD,24025,2009,Harford County,240297,30
MD,24025,2010,Harford County,242888,29
MD,24025,2011,Harford County,243955,38
MD,24025,2012,Harford County,245396,44
MD,24025,2013,Harford County,246664,42
MD,24025,2014,Harford County,248029,41
MD,24027,2006,Howard County,271793,11
MD,24027,2007,Howard County,275196,15
MD,24027,2008,Howard County,278405,11
MD,24027,2009,Howard County,274328,16
MD,24027,2010,Howard County,279366,10
MD,24027,2011,Howard County,283655,15
MD,24027,2012,Howard County,288676,18
MD,24027,2013,Howard County,293821,19
MD,24027,2014,Howard County,299269,14
MD,24031,2006,Montgomery County,926492,38
MD,24031,2007,Montgomery County,931694,40
MD,24031,2008,Montgomery County,942748,45
MD,24031,2009,Montgomery County,946172,44
MD,24031,2010,Montgomery County,947230,18
MD,24031,2011,Montgomery County,959738,44
MD,24031,2012,Montgomery County,974824,49
MD,24031,2013,Montgomery County,989474,47
MD,24031,2014,Montgomery County,1005087,73
MD,24033,2006,Prince George's County,852097,28
MD,24033,2007,Prince George's County,849916,35
MD,24033,2008,Prince George's County,850167,49
MD,24033,2009,Prince George's County,834986,52
MD,24033,2010,Prince George's County,854722,39
MD,24033,2011,Prince George's County,858539,42
MD,24033,2012,Prince George's County,865443,49
MD,24033,2013,Prince George's County,873481,47
MD,24033,2014,Prince George's County,884764,60
MD,24043,2006,Washington County,144286,14
MD,24043,2007,Washington County,146173,16
MD,24043,2008,Washington County,146674,20
MD,24043,2009,Washington County,144158,13
MD,24043,2010,Washington County,146329,15
MD,24043,2011,Washington County,147118,18
MD,24043,2012,Washington County,147882,17
MD,24043,2013,Washington County,148435,21
MD,24043,2014,Washington County,148913,33
MD,24510,2006,Baltimore city,621109,236
MD,24510,2007,Baltimore city,620306,234
MD,24510,2008,Baltimore city,620184,152
MD,24510,2009,Baltimore city,639337,194
MD,24510,2010,Baltimore city,620538,136
MD,24510,2011,Baltimore city,620210,134
MD,24510,2012,Baltimore city,620644,170
MD,24510,2013,Baltimore city,621445,199
MD,24510,2014,Baltimore city,622271,254
MN,27003,2006,Anoka County,323590,12
MN,27003,2007,Anoka County,325767,16
MN,27003,2008,Anoka County,327427,13
MN,27003,2009,Anoka County,326489,30
MN,27003,2010,Anoka County,327544,36
MN,27003,2011,Anoka County,329487,35
MN,27003,2012,Anoka County,331649,36
MN,27003,2013,Anoka County,334027,43
MN,27003,2014,Anoka County,336316,22
MN,27053,2006,Hennepin County,1119507,85
MN,27053,2007,Hennepin County,1126585,91
MN,27053,2008,Hennepin County,1135173,104
MN,27053,2009,Hennepin County,1136224,89
MN,27053,2010,Hennepin County,1136522,109
MN,27053,2011,Hennepin County,1146195,123
MN,27053,2012,Hennepin County,1158039,124
MN,27053,2013,Hennepin County,1170623,137
MN,27053,2014,Hennepin County,1184091,129
MN,27123,2006,Ramsey County,497158,41
MN,27123,2007,Ramsey County,499605,43
MN,27123,2008,Ramsey County,502890,52
MN,27123,2009,Ramsey County,500436,34
MN,27123,2010,Ramsey County,503113,40
MN,27123,2011,Ramsey County,506608,63
MN,27123,2012,Ramsey County,510885,59
MN,27123,2013,Ramsey County,515732,54
MN,27123,2014,Ramsey County,521265,47
NE,31055,2006,Douglas County,493757,31
NE,31055,2007,Douglas County,498743,32
NE,31055,2008,Douglas County,504547,30
NE,31055,2009,Douglas County,497939,36
NE,31055,2010,Douglas County,505545,35
NE,31055,2011,Douglas County,511739,46
NE,31055,2012,Douglas County,518271,52
NE,31055,2013,Douglas County,524697,27
NE,31055,2014,Douglas County,531057,48
NE,31109,2006,Lancaster County,272286,10
NE,31109,2007,Lancaster County,276012,11
NE,31109,2008,Lancaster County,279605,10
NE,31109,2009,Lancaster County,274432,10
NE,31109,2010,Lancaster County,279428,11
NE,31109,2011,Lancaster County,282931,12
NE,31109,2012,Lancaster County,286425,23
NE,31109,2013,Lancaster County,289873,18
NE,31109,2014,Lancaster County,293726,19
NV,32003,2006,Clark County,1803774,336
NV,32003,2007,Clark County,1867817,374
NV,32003,2008,Clark County,1912349,359
NV,32003,2009,Clark County,1821507,389
NV,32003,2010,Clark County,1895521,387
NV,32003,2011,Clark County,1928695,449
NV,32003,2012,Clark County,1954773,419
NV,32003,2013,Clark County,1976925,439
NV,32003,2014,Clark County,2003613,396
NV,32031,2006,Washoe County,400453,56
NV,32031,2007,Washoe County,408724,76
NV,32031,2008,Washoe County,414793,89
NV,32031,2009,Washoe County,404495,82
NV,32031,2010,Washoe County,412844,98
NV,32031,2011,Washoe County,417855,111
NV,32031,2012,Washoe County,422010,101
NV,32031,2013,Washoe County,425495,110
NV,32031,2014,Washoe County,429985,69
OK,40027,2006,Cleveland County,237257,25
OK,40027,2007,Cleveland County,241409,24
OK,40027,2008,Cleveland County,246790,30
OK,40027,2009,Cleveland County,235855,37
OK,40027,2010,Cleveland County,246831,31
OK,40027,2011,Cleveland County,251643,28
OK,40027,2012,Cleveland County,256550,44
OK,40027,2013,Cleveland County,261047,39
OK,40027,2014,Cleveland County,264934,31
OK,40037,2006,Creek County,67791,18
OK,40037,2007,Creek County,68292,14
OK,40037,2008,Creek County,68817,17
OK,40037,2009,Creek County,68974,16
OK,40037,2010,Creek County,68914,16
OK,40037,2011,Creek County,69450,18
OK,40037,2012,Creek County,69934,11
OK,40037,2013,Creek County,70246,13
OK,40037,2014,Creek County,70607,19
OK,40109,2006,Oklahoma County,690153,96
OK,40109,2007,Oklahoma County,695706,130
OK,40109,2008,Oklahoma County,701484,101
OK,40109,2009,Oklahoma County,700244,108
OK,40109,2010,Oklahoma County,704023,153
OK,40109,2011,Oklahoma County,712491,142
OK,40109,2012,Oklahoma County,721088,179
OK,40109,2013,Oklahoma County,732118,167
OK,40109,2014,Oklahoma County,743145,161
OK,40143,2006,Tulsa County,575014,113
OK,40143,2007,Tulsa County,582094,138
OK,40143,2008,Tulsa County,588510,116
OK,40143,2009,Tulsa County,585419,133
OK,40143,2010,Tulsa County,589757,140
OK,40143,2011,Tulsa County,596873,104
OK,40143,2012,Tulsa County,602692,108
OK,40143,2013,Tulsa County,609610,121
OK,40143,2014,Tulsa County,616128,118
VA,51041,2006,Chesterfield County,298496,13
VA,51041,2007,Chesterfield County,304636,14
VA,51041,2008,Chesterfield County,309837,26
VA,51041,2009,Chesterfield County,298009,18
VA,51041,2010,Chesterfield County,308633,17
VA,51041,2011,Chesterfield County,313001,24
VA,51041,2012,Chesterfield County,316895,19
VA,51041,2013,Chesterfield County,320430,28
VA,51041,2014,Chesterfield County,324337,22
VA,51059,2006,Fairfax County,1018981,46
VA,51059,2007,Fairfax County,1027727,58
VA,51059,2008,Fairfax County,1044178,50
VA,51059,2009,Fairfax County,1012751,41
VA,51059,2010,Fairfax County,1048554,34
VA,51059,2011,Fairfax County,1064735,52
VA,51059,2012,Fairfax County,1083770,55
VA,51059,2013,Fairfax County,1101071,50
VA,51059,2014,Fairfax County,1117072,68
VA,51550,2006,Chesapeake city,217271,15
VA,51550,2007,Chesapeake city,217450,20
VA,51550,2008,Chesapeake city,218458,11
VA,51550,2009,Chesapeake city,219425,18
VA,51550,2010,Chesapeake city,219268,12
VA,51550,2011,Chesapeake city,220837,12
VA,51550,2012,Chesapeake city,223233,12
VA,51550,2013,Chesapeake city,225597,28
VA,51550,2014,Chesapeake city,228168,18
VA,51710,2006,Norfolk city,243406,21
VA,51710,2007,Norfolk city,241248,36
VA,51710,2008,Norfolk city,241201,13
VA,51710,2009,Norfolk city,236071,16
VA,51710,2010,Norfolk city,242143,10
VA,51710,2011,Norfolk city,241943,26
VA,51710,2012,Norfolk city,243056,24
VA,51710,2013,Norfolk city,244090,36
VA,51710,2014,Norfolk city,244745,28
VA,51760,2006,Richmond city,198618,25
VA,51760,2007,Richmond city,200201,32
VA,51760,2008,Richmond city,202254,23
VA,51760,2009,Richmond city,200976,19
VA,51760,2010,Richmond city,201828,15
VA,51760,2011,Richmond city,203165,29
VA,51760,2012,Richmond city,205348,25
VA,51760,2013,Richmond city,207878,27
VA,51760,2014,Richmond city,211063,47
VA,51810,2006,Virginia Beach city,437739,33
VA,51810,2007,Virginia Beach city,434732,34
VA,51810,2008,Virginia Beach city,433331,33
VA,51810,2009,Virginia Beach city,434922,36
VA,51810,2010,Virginia Beach city,435996,14
VA,51810,2011,Virginia Beach city,436979,39
VA,51810,2012,Virginia Beach city,439528,34
VA,51810,2013,Virginia Beach city,442151,46
VA,51810,2014,Virginia Beach city,445623,41
WA,53005,2006,Benton County,159564,16
WA,53005,2007,Benton County,161669,17
WA,53005,2008,Benton County,166573,10
WA,53005,2009,Benton County,161077,17
WA,53005,2010,Benton County,167077,10
WA,53005,2011,Benton County,171303,16
WA,53005,2012,Benton County,175424,16
WA,53005,2013,Benton County,178992,18
WA,53005,2014,Benton County,182053,20
WA,53011,2006,Clark County,401698,48
WA,53011,2007,Clark County,408820,55
WA,53011,2008,Clark County,415282,61
WA,53011,2009,Clark County,416205,59
WA,53011,2010,Clark County,414816,50
WA,53011,2011,Clark County,421154,55
WA,53011,2012,Clark County,426984,62
WA,53011,2013,Clark County,432549,57
WA,53011,2014,Clark County,438272,59
WA,53015,2006,Cowlitz County,99162,20
WA,53015,2007,Cowlitz County,100744,15
WA,53015,2008,Cowlitz County,101688,20
WA,53015,2009,Cowlitz County,99874,18
WA,53015,2010,Cowlitz County,101244,14
WA,53015,2011,Cowlitz County,101901,27
WA,53015,2012,Cowlitz County,102138,23
WA,53015,2013,Cowlitz County,102110,21
WA,53015,2014,Cowlitz County,102072,21
WA,53033,2006,King County,1822967,259
WA,53033,2007,King County,1847986,258
WA,53033,2008,King County,1875020,245
WA,53033,2009,King County,1858788,231
WA,53033,2010,King County,1879189,238
WA,53033,2011,King County,1908379,236
WA,53033,2012,King County,1940777,261
WA,53033,2013,King County,1974567,276
WA,53033,2014,King County,2008997,293
WA,53035,2006,Kitsap County,245054,14
WA,53035,2007,Kitsap County,244105,23
WA,53035,2008,Kitsap County,246912,25
WA,53035,2009,Kitsap County,238825,24
WA,53035,2010,Kitsap County,247336,19
WA,53035,2011,Kitsap County,249238,25
WA,53035,2012,Kitsap County,251400,20
WA,53035,2013,Kitsap County,252687,16
WA,53035,2014,Kitsap County,253614,20
WA,53053,2006,Pierce County,763408,68
WA,53053,2007,Pierce County,772484,125
WA,53053,2008,Pierce County,785400,129
WA,53053,2009,Pierce County,774339,102
WA,53053,2010,Pierce County,782681,113
WA,53053,2011,Pierce County,791528,128
WA,53053,2012,Pierce County,798528,109
WA,53053,2013,Pierce County,805434,122
WA,53053,2014,Pierce County,812689,124
WA,53057,2006,Skagit County,112621,16
WA,53057,2007,Skagit County,114066,12
WA,53057,2008,Skagit County,115808,10
WA,53057,2009,Skagit County,116152,20
WA,53057,2010,Skagit County,115231,16
WA,53057,2011,Skagit County,116327,15
WA,53057,2012,Skagit County,117087,17
WA,53057,2013,Skagit County,117641,23
WA,53057,2014,Skagit County,118364,10
WA,53061,2006,Snohomish County,670706,97
WA,53061,2007,Snohomish County,683997,107
WA,53061,2008,Snohomish County,694622,109
WA,53061,2009,Snohomish County,673709,125
WA,53061,2010,Snohomish County,694219,108
WA,53061,2011,Snohomish County,704536,168
WA,53061,2012,Snohomish County,714443,131
WA,53061,2013,Snohomish County,724627,126
WA,53061,2014,Snohomish County,735351,124
WA,53063,2006,Spokane County,447517,99
WA,53063,2007,Spokane County,456150,104
WA,53063,2008,Spokane County,462263,126
WA,53063,2009,Spokane County,454927,74
WA,53063,2010,Spokane County,461262,75
WA,53063,2011,Spokane County,466497,73
WA,53063,2012,Spokane County,470375,84
WA,53063,2013,Spokane County,473832,63
WA,53063,2014,Spokane County,476950,50
WA,53067,2006,Thurston County,232688,20
WA,53067,2007,Thurston County,237772,20
WA,53067,2008,Thurston County,244332,19
WA,53067,2009,Thurston County,239248,28
WA,53067,2010,Thurston County,243563,22
WA,53067,2011,Thurston County,248327,27
WA,53067,2012,Thurston County,252410,25
WA,53067,2013,Thurston County,256080,25
WA,53067,2014,Thurston County,259330,20
WA,53073,2006,Whatcom County,188926,22
WA,53073,2007,Whatcom County,192837,12
WA,53073,2008,Whatcom County,196708,17
WA,53073,2009,Whatcom County,192886,18
WA,53073,2010,Whatcom County,195993,14
WA,53073,2011,Whatcom County,198937,19
WA,53073,2012,Whatcom County,201404,13
WA,53073,2013,Whatcom County,203211,13
WA,53073,2014,Whatcom County,204855,14
WA,53077,2006,Yakima County,230617,12
WA,53077,2007,Yakima County,232733,24
WA,53077,2008,Yakima County,235272,10
WA,53077,2009,Yakima County,232911,17
WA,53077,2010,Yakima County,236542,24
WA,53077,2011,Yakima County,239836,14
WA,53077,2012,Yakima County,242454,25
WA,53077,2013,Yakima County,244654,14
WA,53077,2014,Yakima County,246402,23
