state,fips,year,County,population,deaths
CA,6001,2007,Alameda County,1455715,185
CA,6001,2008,Alameda County,1477208,157
CA,6001,2009,Alameda County,1457095,143
CA,6001,2010,Alameda County,1477980,131
CA,6001,2011,Alameda County,1494876,167
CA,6001,2012,Alameda County,1515136,133
CA,6001,2013,Alameda County,1535248,174
CA,6001,2014,Alameda County,1559308,165
CA,6005,2009,Amador County,38039,13
CA,6005,2014,Amador County,37159,11
CA,6007,2007,Butte County,217469,58
CA,6007,2008,Butte County,219034,58
CA,6007,2009,Butte County,217917,59
CA,6007,2010,Butte County,218635,84
CA,6007,2011,Butte County,219309,76
CA,6007,2012,Butte County,220101,67
CA,6007,2013,Butte County,220542,54
CA,6007,2014,Butte County,221578,70
CA,6009,2011,Calaveras County,45794,10
CA,6013,2007,Contra Costa County,1009152,100
CA,6013,2008,Contra Costa County,1023344,111
CA,6013,2009,Contra Costa County,1015571,93
CA,6013,2010,Contra Costa County,1024809,91
CA,6013,2011,Contra Costa County,1037817,122
CA,6013,2012,Contra Costa County,1052047,122
CA,6013,2013,Contra Costa County,1065794,140
CA,6013,2014,Contra Costa County,1081232,126
CA,6017,2007,El Dorado County,177694,33
CA,6017,2008,El Dorado County,179150,28
CA,6017,2009,El Dorado County,175941,34
CA,6017,2010,El Dorado County,179053,35
CA,6017,2011,El Dorado County,179878,30
CA,6017,2012,El Dorado County,180441,30
CA,6017,2013,El Dorado County,180982,32
CA,6017,2014,El Dorado County,181465,47
CA,6019,2007,Fresno County,895933,90
CA,6019,2008,Fresno County,909630,93
CA,6019,2009,Fresno County,890750,101
CA,6019,2010,Fresno County,908830,96
CA,6019,2011,Fresno County,920623,89
CA,6019,2012,Fresno County,930517,67
CA,6019,2013,Fresno County,939605,88
CA,6019,2014,Fresno County,948844,128
CA,6023,2007,Humboldt County,132001,39
CA,6023,2008,Humboldt County,132657,43
CA,6023,2009,Humboldt County,129003,34
CA,6023,2010,Humboldt County,133058,39
CA,6023,2011,Humboldt County,133585,48
CA,6023,2012,Humboldt County,134317,41
CA,6023,2013,Humboldt County,134613,35
CA,6023,2014,Humboldt County,134876,34
CA,6025,2007,Imperial County,164596,19
CA,6025,2008,Imperial County,167917,11
CA,6025,2009,Imperial County,160034,13
CA,6025,2011,Imperial County,171343,21
CA,6025,2012,Imperial County,173487,19
CA,6025,2013,Imperial County,175201,29
CA,6025,2014,Imperial County,177026,26
CA,6029,2007,Kern County,803281,119
CA,6029,2008,Kern County,818327,108
CA,6029,2009,Kern County,780953,129
CA,6029,2010,Kern County,815693,134
CA,6029,2011,Kern County,829254,145
CA,6029,2012,Kern County,839153,151
CA,6029,2013,Kern County,848204,174
CA,6029,2014,Kern County,857730,208
CA,6031,2007,Kings County,150420,16
CA,6031,2008,Kings County,152027,11
CA,6031,2010,Kings County,151122,11
CA,6031,2011,Kings County,152335,13
CA,6031,2013,Kings County,151806,20
CA,6031,2014,Kings County,151390,23
CA,6033,2007,Lake County,64077,14
CA,6033,2008,Lake County,64392,13
CA,6033,2009,Lake County,64756,21
CA,6033,2010,Lake County,64371,31
CA,6033,2011,Lake County,64392,28
CA,6033,2012,Lake County,64360,19
CA,6033,2013,Lake County,64260,27
CA,6033,2014,Lake County,64209,30
CA,6035,2010,Lassen County,35081,11
CA,6035,2011,Lassen County,35001,10
CA,6035,2014,Lassen County,33356,10
CA,6037,2007,Los Angeles County,9700359,752
CA,6037,2008,Los Angeles County,9735147,706
CA,6037,2009,Los Angeles County,9785295,765
CA,6037,2010,Los Angeles County,9758256,697
CA,6037,2011,Los Angeles County,9787747,684
CA,6037,2012,Los Angeles County,9840024,677
CA,6037,2013,Los Angeles County,9893481,815
CA,6037,2014,Los Angeles County,9974203,733
CA,6039,2008,Madera County,148359,11
CA,6039,2010,Madera County,147738,11
CA,6039,2011,Madera County,149611,20
CA,6039,2012,Madera County,150615,20
CA,6039,2013,Madera County,151435,18
CA,6039,2014,Madera County,152452,18
CA,6041,2007,Marin County,246248,40
CA,6041,2008,Marin County,248398,14
CA,6041,2009,Marin County,246711,33
CA,6041,2010,Marin County,248601,28
CA,6041,2011,Marin County,250666,13
CA,6041,2012,Marin County,252759,37
CA,6041,2013,Marin County,254643,39
CA,6041,2014,Marin County,256802,10
CA,6045,2007,Mendocino County,87071,18
CA,6045,2009,Mendocino County,86030,12
CA,6045,2010,Mendocino County,87487,11
CA,6045,2011,Mendocino County,87525,13
CA,6045,2013,Mendocino County,87497,20
CA,6045,2014,Mendocino County,87612,21
CA,6047,2007,Merced County,248540,16
CA,6047,2008,Merced County,250538,22
CA,6047,2009,Merced County,242235,16
CA,6047,2010,Merced County,250699,23
CA,6047,2011,Merced County,253606,27
CA,6047,2012,Merced County,256398,30
CA,6047,2013,Merced County,258707,26
CA,6047,2014,Merced County,261609,26
CA,6053,2007,Monterey County,402376,15
CA,6053,2008,Monterey County,406022,43
CA,6053,2009,Monterey County,404922,33
CA,6053,2010,Monterey County,407435,36
CA,6053,2011,Monterey County,411385,37
CA,6053,2012,Monterey County,416199,37
CA,6053,2013,Monterey County,420569,50
CA,6053,2014,Monterey County,424927,37
CA,6055,2007,Napa County,132583,10
CA,6055,2008,Napa County,134093,11
CA,6055,2009,Napa County,132173,11
CA,6055,2010,Napa County,134051,13
CA,6055,2012,Napa County,136644,14
CA,6055,2013,Napa County,137837,12
CA,6055,2014,Napa County,139253,11
CA,6057,2007,Nevada County,97794,11
CA,6057,2008,Nevada County,98200,11
CA,6057,2011,Nevada County,98392,12
CA,6057,2012,Nevada County,98521,22
CA,6057,2013,Nevada County,98509,23
CA,6057,2014,Nevada County,98606,16
CA,6059,2007,Orange County,2931629,287
CA,6059,2008,Orange County,2957593,324
CA,6059,2009,Orange County,2976831,336
CA,6059,2010,Orange County,2965525,313
CA,6059,2011,Orange County,2989948,319
CA,6059,2012,Orange County,3021840,320
CA,6059,2013,Orange County,3051771,358
CA,6059,2014,Orange County,3086331,363
CA,6061,2007,Placer County,329023,51
CA,6061,2008,Placer County,337568,32
CA,6061,2009,Placer County,332059,33
CA,6061,2010,Placer County,336477,20
CA,6061,2011,Placer County,343554,20
CA,6061,2012,Placer County,350074,29
CA,6061,2013,Placer County,355924,41
CA,6061,2014,Placer County,361518,29
CA,6063,2014,Plumas County,19286,10
CA,6065,2007,Riverside County,2075183,214
CA,6065,2008,Riverside County,2109712,215
CA,6065,2009,Riverside County,2036304,237
CA,6065,2010,Riverside County,2109464,250
CA,6065,2011,Riverside County,2154844,252
CA,6065,2012,Riverside County,2192982,282
CA,6065,2013,Riverside County,2228528,315
CA,6065,2014,Riverside County,2266899,325
CA,6067,2007,Sacramento County,1381161,212
CA,6067,2008,Sacramento County,1394438,260
CA,6067,2009,Sacramento County,1375605,246
CA,6067,2010,Sacramento County,1395144,216
CA,6067,2011,Sacramento County,1408480,213
CA,6067,2012,Sacramento County,1422348,205
CA,6067,2013,Sacramento County,1435207,242
CA,6067,2014,Sacramento County,1450277,249
CA,6071,2007,San Bernardino County,1992161,63
CA,6071,2008,San Bernardino County,2003735,106
CA,6071,2009,San Bernardino County,1986635,134
CA,6071,2010,San Bernardino County,2005287,133
CA,6071,2011,San Bernardino County,2023452,109
CA,6071,2012,San Bernardino County,2041029,119
CA,6071,2013,San Bernardino County,2056915,125
CA,6071,2014,San Bernardino County,2078586,118
CA,6073,2007,San Diego County,2975742,351
CA,6073,2008,San Diego County,3022116,353
CA,6073,2009,San Diego County,2987543,367
CA,6073,2010,San Diego County,3022468,364
CA,6073,2011,San Diego County,3060849,408
CA,6073,2012,San Diego County,3100500,424
CA,6073,2013,San Diego County,3138265,424
CA,6073,2014,San Diego County,3183143,414
CA,6075,2007,San Francisco County,778673,183
CA,6075,2008,San Francisco County,791152,168
CA,6075,2009,San Francisco County,797271,165
CA,6075,2010,San Francisco County,789172,167
CA,6075,2011,San Francisco County,797983,189
CA,6075,2012,San Francisco County,807755,131
CA,6075,2013,San Francisco County,817501,128
CA,6075,2014,San Francisco County,829072,162
CA,6077,2007,San Joaquin County,668080,95
CA,6077,2008,San Joaquin County,671692,105
CA,6077,2009,San Joaquin County,664641,118
CA,6077,2010,San Joaquin County,673613,121
CA,6077,2011,San Joaquin County,680277,127
CA,6077,2012,San Joaquin County,687036,95
CA,6077,2013,San Joaquin County,693177,109
CA,6077,2014,San Joaquin County,701050,120
CA,6079,2007,San Luis Obispo County,262770,27
CA,6079,2008,San Luis Obispo County,266358,22
CA,6079,2009,San Luis Obispo County,262149,27
CA,6079,2010,San Luis Obispo County,265577,40
CA,6079,2011,San Luis Obispo County,267871,33
CA,6079,2012,San Luis Obispo County,270121,35
CA,6079,2013,San Luis Obispo County,272094,33
CA,6079,2014,San Luis Obispo County,274184,26
CA,6081,2007,San Mateo County,693849,62
CA,6081,2008,San Mateo County,703830,47
CA,6081,2009,San Mateo County,701886,50
CA,6081,2010,San Mateo County,704327,54
CA,6081,2011,San Mateo County,711622,66
CA,6081,2012,San Mateo County,721183,56
CA,6081,2013,San Mateo County,729543,47
CA,6081,2014,San Mateo County,739837,67
CA,6083,2007,Santa Barbara County,411243,37
CA,6083,2008,Santa Barbara County,415859,38
CA,6083,2009,Santa Barbara County,402025,64
CA,6083,2010,Santa Barbara County,416051,38
CA,6083,2011,Santa Barbara County,419793,37
CA,6083,2012,Santa Barbara County,423594,35
CA,6083,2013,Santa Barbara County,427288,52
CA,6083,2014,Santa Barbara County,431555,56
CA,6085,2007,Santa Clara County,1712026,141
CA,6085,2008,Santa Clara County,1740964,113
CA,6085,2009,Santa Clara County,1729378,108
CA,6085,2010,Santa Clara County,1739396,133
CA,6085,2011,Santa Clara County,1762754,136
CA,6085,2012,Santa Clara County,1788393,142
CA,6085,2013,Santa Clara County,1812208,152
CA,6085,2014,Santa Clara County,1841569,125
CA,6087,2007,Santa Cruz County,253304,36
CA,6087,2008,Santa Cruz County,256520,24
CA,6087,2009,Santa Cruz County,251398,32
CA,6087,2010,Santa Cruz County,256901,38
CA,6087,2011,Santa Cruz County,259402,49
CA,6087,2012,Santa Cruz County,262340,53
CA,6087,2013,Santa Cruz County,264808,43
CA,6087,2014,Santa Cruz County,267203,55
CA,6089,2007,Shasta County,176548,35
CA,6089,2008,Shasta County,177247,49
CA,6089,2009,Shasta County,179387,50
CA,6089,2010,Shasta County,176906,43
CA,6089,2011,Shasta County,177231,46
CA,6089,2012,Shasta County,177693,42
CA,6089,2013,Shasta County,177966,42
CA,6089,2014,Shasta County,178520,33
CA,6093,2010,Siskiyou County,44690,13
CA,6093,2011,Siskiyou County,44687,12
CA,6095,2007,Solano County,408243,27
CA,6095,2008,Solano County,408972,32
CA,6095,2009,Solano County,406461,31
CA,6095,2010,Solano County,410042,45
CA,6095,2011,Solano County,411620,57
CA,6095,2012,Solano County,414209,24
CA,6095,2013,Solano County,417258,45
CA,6095,2014,Solano County,421624,66
CA,6097,2007,Sonoma County,467356,53
CA,6097,2008,Sonoma County,473091,72
CA,6097,2009,Sonoma County,464218,53
CA,6097,2010,Sonoma County,474047,76
CA,6097,2011,Sonoma County,478551,49
CA,6097,2012,Sonoma County,483456,55
CA,6097,2013,Sonoma County,487469,31
CA,6097,2014,Sonoma County,491790,73
CA,6099,2007,Stanislaus County,507834,80
CA,6099,2008,Stanislaus County,509032,50
CA,6099,2009,Stanislaus County,505165,74
CA,6099,2010,Stanislaus County,509682,83
CA,6099,2011,Stanislaus County,512469,82
CA,6099,2012,Stanislaus County,515115,66
CA,6099,2013,Stanislaus County,518321,69
CA,6099,2014,Stanislaus County,522794,64
CA,6101,2011,Sutter County,94192,10
CA,6101,2012,Sutter County,94615,12
CA,6103,2012,Tehama County,63200,12
CA,6107,2007,Tulare County,422140,19
CA,6107,2008,Tulare County,429283,17
CA,6107,2009,Tulare County,416299,35
CA,6107,2010,Tulare County,429404,22
CA,6107,2011,Tulare County,436234,31
CA,6107,2012,Tulare County,441877,26
CA,6107,2013,Tulare County,446644,32
CA,6107,2014,Tulare County,451108,30
CA,6109,2007,Tuolumne County,56339,14
CA,6109,2009,Tuolumne County,55761,13
CA,6109,2010,Tuolumne County,56074,16
CA,6109,2011,Tuolumne County,55736,10
CA,6109,2013,Tuolumne County,54728,12
CA,6109,2014,Tuolumne County,54347,17
CA,6111,2007,Ventura County,800027,82
CA,6111,2008,Ventura County,806353,77
CA,6111,2009,Ventura County,792313,85
CA,6111,2010,Ventura County,809080,93
CA,6111,2011,Ventura County,815745,109
CA,6111,2012,Ventura County,822794,111
CA,6111,2013,Ventura County,829017,124
CA,6111,2014,Ventura County,835790,119
CA,6113,2007,Yolo County,194339,10
CA,6113,2009,Yolo County,192974,14
CA,6113,2010,Yolo County,196418,13
CA,6113,2011,Yolo County,198889,19
CA,6113,2012,Yolo County,200873,20
CA,6113,2013,Yolo County,202288,23
CA,6113,2014,Yolo County,204162,21
CO,8001,2007,Adams County,415746,70
CO,8001,2008,Adams County,424913,50
CO,8001,2009,Adams County,419439,67
CO,8001,2010,Adams County,425330,53
CO,8001,2011,Adams County,434295,88
CO,8001,2012,Adams County,442996,91
CO,8001,2013,Adams County,452030,78
CO,8001,2014,Adams County,461558,88
CO,8005,2007,Arapahoe County,542039,88
CO,8005,2008,Arapahoe County,552461,90
CO,8005,2009,Arapahoe County,544157,90
CO,8005,2010,Arapahoe County,552860,78
CO,8005,2011,Arapahoe County,563508,72
CO,8005,2012,Arapahoe County,574357,78
CO,8005,2013,Arapahoe County,585333,97
CO,8005,2014,Arapahoe County,596684,99
CO,8013,2007,Boulder County,287428,33
CO,8013,2008,Boulder County,290859,33
CO,8013,2009,Boulder County,295524,44
CO,8013,2010,Boulder County,290177,16
CO,8013,2011,Boulder County,293205,38
CO,8013,2012,Boulder County,297218,34
CO,8013,2013,Boulder County,301072,54
CO,8013,2014,Boulder County,305166,33
CO,8031,2007,Denver County,564395,148
CO,8031,2008,Denver County,575721,170
CO,8031,2009,Denver County,582447,160
CO,8031,2010,Denver County,578087,121
CO,8031,2011,Denver County,590507,163
CO,8031,2012,Denver County,604356,120
CO,8031,2013,Denver County,619297,116
CO,8031,2014,Denver County,633777,130
CO,8035,2007,Douglas County,267177,11
CO,8035,2009,Douglas County,269451,20
CO,8035,2010,Douglas County,273440,14
CO,8035,2011,Douglas County,280643,28
CO,8035,2012,Douglas County,286883,20
CO,8035,2013,Douglas County,293014,27
CO,8035,2014,Douglas County,299794,15
CO,8041,2007,El Paso County,586783,74
CO,8041,2008,El Paso County,597919,88
CO,8041,2009,El Paso County,586446,80
CO,8041,2010,El Paso County,599988,77
CO,8041,2011,El Paso County,611377,94
CO,8041,2012,El Paso County,622816,96
CO,8041,2013,El Paso County,634423,107
CO,8041,2014,El Paso County,645707,132
CO,8059,2007,Jefferson County,524911,70
CO,8059,2008,Jefferson County,529003,62
CO,8059,2009,Jefferson County,529025,44
CO,8059,2010,Jefferson County,528614,55
CO,8059,2011,Jefferson County,532243,72
CO,8059,2012,Jefferson County,536095,75
CO,8059,2013,Jefferson County,540669,75
CO,8059,2014,Jefferson County,546162,80
CO,8069,2007,Larimer County,286112,30
CO,8069,2008,Larimer County,291650,32
CO,8069,2009,Larimer County,286978,30
CO,8069,2010,Larimer County,291162,32
CO,8069,2011,Larimer County,296107,43
CO,8069,2012,Larimer County,300870,31
CO,8069,2013,Larimer County,305798,58
CO,8069,2014,Larimer County,311435,54
CO,8077,2008,Mesa County,143155,10
CO,8077,2009,Mesa County,137879,14
CO,8077,2010,Mesa County,142284,11
CO,8077,2011,Mesa County,144766,25
CO,8077,2012,Mesa County,146562,14
CO,8077,2013,Mesa County,147432,14
CO,8077,2014,Mesa County,147509,17
CO,8101,2007,Pueblo County,155121,11
CO,8101,2008,Pueblo County,156748,15
CO,8101,2009,Pueblo County,153814,14
CO,8101,2010,Pueblo County,156244,22
CO,8101,2011,Pueblo County,157946,20
CO,8101,2012,Pueblo County,159072,34
CO,8101,2013,Pueblo County,160048,33
CO,8101,2014,Pueblo County,160757,37
CO,8123,2007,Weld County,237692,21
CO,8123,2008,Weld County,243442,15
CO,8123,2009,Weld County,241221,18
CO,8123,2010,Weld County,242860,18
CO,8123,2011,Weld County,248441,31
CO,8123,2012,Weld County,253552,19
CO,8123,2013,Weld County,258780,20
CO,8123,2014,Weld County,265066,29
GA,13013,2008,Barrow County,67362,10
GA,13013,2010,Barrow County,66359,12
GA,13013,2012,Barrow County,69136,10
GA,13013,2014,Barrow County,70873,11
GA,13015,2008,Bartow County,98415,14
GA,13015,2010,Bartow County,97423,20
GA,13015,2011,Bartow County,98905,17
GA,13015,2012,Bartow County,99872,13
GA,13015,2014,Bartow County,100771,16
GA,13021,2007,Bibb County,154286,12
GA,13021,2008,Bibb County,154384,14
GA,13021,2009,Bibb County,155034,12
GA,13021,2010,Bibb County,154810,12
GA,13021,2011,Bibb County,155186,17
GA,13021,2012,Bibb County,155560,10
GA,13021,2013,Bibb County,155524,14
GA,13021,2014,Bibb County,155237,11
GA,13039,2011,Camden County,49957,10
GA,13045,2007,Carroll County,108947,22
GA,13045,2008,Carroll County,110242,24
GA,13045,2009,Carroll County,110641,26
GA,13045,2010,Carroll County,109227,17
GA,13045,2011,Carroll County,110292,22
GA,13045,2012,Carroll County,110750,13
GA,13045,2013,Carroll County,111160,16
GA,13045,2014,Carroll County,111872,17
GA,13047,2008,Catoosa County,63271,11
GA,13047,2011,Catoosa County,63643,10
GA,13047,2012,Catoosa County,64226,20
GA,13047,2014,Catoosa County,64955,12
GA,13051,2007,Chatham County,251981,26
GA,13051,2008,Chatham County,255269,17
GA,13051,2009,Chatham County,248078,16
GA,13051,2010,Chatham County,256428,23
GA,13051,2011,Chatham County,261322,22
GA,13051,2012,Chatham County,266344,23
GA,13051,2013,Chatham County,271102,28
GA,13051,2014,Chatham County,275303,21
GA,13057,2007,Cherokee County,202544,22
GA,13057,2008,Cherokee County,208271,16
GA,13057,2009,Cherokee County,201233,20
GA,13057,2010,Cherokee County,206283,26
GA,13057,2011,Cherokee County,211316,19
GA,13057,2012,Cherokee County,215014,20
GA,13057,2013,Cherokee County,218277,28
GA,13057,2014,Cherokee County,221951,35
GA,13059,2011,Clarke County,116131,13
GA,13059,2012,Clarke County,117762,12
GA,13063,2007,Clayton County,260441,19
GA,13063,2008,Clayton County,262099,13
GA,13063,2009,Clayton County,271652,19
GA,13063,2010,Clayton County,260156,19
GA,13063,2011,Clayton County,260756,20
GA,13063,2012,Clayton County,262066,30
GA,13063,2013,Clayton County,262455,16
GA,13063,2014,Clayton County,264221,16
GA,13067,2007,Cobb County,670438,45
GA,13067,2008,Cobb County,679822,60
GA,13067,2009,Cobb County,690430,71
GA,13067,2010,Cobb County,677402,50
GA,13067,2011,Cobb County,684468,65
GA,13067,2012,Cobb County,691820,77
GA,13067,2013,Cobb County,699235,104
GA,13067,2014,Cobb County,708920,119
GA,13073,2010,Columbia County,117858,15
GA,13073,2012,Columbia County,124665,12
GA,13073,2013,Columbia County,128213,11
GA,13073,2014,Columbia County,132362,14
GA,13077,2007,Coweta County,118156,11
GA,13077,2008,Coweta County,122281,10
GA,13077,2009,Coweta County,118531,16
GA,13077,2011,Coweta County,124695,12
GA,13077,2012,Coweta County,127212,17
GA,13077,2014,Coweta County,131419,12
GA,13089,2007,DeKalb County,680962,39
GA,13089,2008,DeKalb County,685646,33
GA,13089,2009,DeKalb County,733060,28
GA,13089,2010,DeKalb County,685371,40
GA,13089,2011,DeKalb County,690003,44
GA,13089,2012,DeKalb County,694671,40
GA,13089,2013,DeKalb County,700308,34
GA,13089,2014,DeKalb County,707185,50
GA,13095,2012,Dougherty County,94591,10
GA,13097,2008,Douglas County,129508,10
GA,13097,2010,Douglas County,127800,10
GA,13097,2011,Douglas County,130473,14
GA,13097,2012,Douglas County,132124,10
GA,13097,2013,Douglas County,133486,10
GA,13097,2014,Douglas County,135037,22
GA,13111,2010,Fannin County,23337,10
GA,13111,2013,Fannin County,23614,10
GA,13113,2009,Fayette County,105303,13
GA,13113,2011,Fayette County,106094,10
GA,13113,2014,Fayette County,107930,12
GA,13115,2007,Floyd County,95308,14
GA,13115,2008,Floyd County,95922,13
GA,13115,2010,Floyd County,95810,17
GA,13115,2011,Floyd County,95978,11
GA,13115,2012,Floyd County,96204,14
GA,13115,2013,Floyd County,96147,16
GA,13117,2007,Forsyth County,157129,15
GA,13117,2008,Forsyth County,166338,13
GA,13117,2009,Forsyth County,157514,13
GA,13117,2010,Forsyth County,163885,13
GA,13117,2011,Forsyth County,170815,25
GA,13117,2012,Forsyth County,177103,13
GA,13117,2013,Forsyth County,182916,18
GA,13117,2014,Forsyth County,189314,28
GA,13121,2007,Fulton County,869329,91
GA,13121,2008,Fulton County,888694,113
GA,13121,2009,Fulton County,987148,78
GA,13121,2010,Fulton County,886982,109
GA,13121,2011,Fulton County,907811,95
GA,13121,2012,Fulton County,929535,92
GA,13121,2013,Fulton County,948554,118
GA,13121,2014,Fulton County,967100,136
GA,13127,2007,Glynn County,76513,13
GA,13127,2008,Glynn County,78013,12
GA,13127,2009,Glynn County,74507,10
GA,13127,2012,Glynn County,79628,11
GA,13127,2013,Glynn County,80280,17
GA,13129,2009,Gordon County,51760,12
GA,13129,2011,Gordon County,54747,11
GA,13135,2007,Gwinnett County,764129,32
GA,13135,2008,Gwinnett County,780721,44
GA,13135,2009,Gwinnett County,766912,50
GA,13135,2010,Gwinnett County,778022,54
GA,13135,2011,Gwinnett County,794872,45
GA,13135,2012,Gwinnett County,810624,47
GA,13135,2013,Gwinnett County,825911,50
GA,13135,2014,Gwinnett County,842091,59
GA,13139,2007,Hall County,172446,12
GA,13139,2008,Hall County,177277,14
GA,13139,2009,Hall County,177685,14
GA,13139,2010,Hall County,175001,22
GA,13139,2011,Hall County,178286,23
GA,13139,2012,Hall County,180831,21
GA,13139,2013,Hall County,182841,20
GA,13139,2014,Hall County,185318,22
GA,13143,2007,Haralson County,28558,13
GA,13143,2009,Haralson County,28559,11
GA,13143,2010,Haralson County,28574,14
GA,13151,2007,Henry County,188736,10
GA,13151,2008,Henry County,194658,19
GA,13151,2009,Henry County,182952,27
GA,13151,2010,Henry County,193717,21
GA,13151,2011,Henry County,199115,26
GA,13151,2012,Henry County,203185,16
GA,13151,2013,Henry County,206349,21
GA,13151,2014,Henry County,209069,25
GA,13157,2009,Jackson County,58644,11
GA,13157,2011,Jackson County,59798,10
GA,13157,2012,Jackson County,60268,11
GA,13157,2013,Jackson County,60577,12
GA,13195,2014,Madison County,28142,12
GA,13213,2008,Murray County,39869,11
GA,13213,2010,Murray County,39925,10
GA,13213,2011,Murray County,39800,15
GA,13213,2012,Murray County,39635,10
GA,13213,2013,Murray County,39504,10
GA,13213,2014,Murray County,39416,10
GA,13215,2008,Muscogee County,184763,11
GA,13215,2009,Muscogee County,188737,14
GA,13215,2010,Muscogee County,187629,23
GA,13215,2011,Muscogee County,188548,21
GA,13215,2012,Muscogee County,191278,21
GA,13215,2013,Muscogee County,194949,11
GA,13215,2014,Muscogee County,198247,21
GA,13217,2007,Newton County,95699,10
GA,13217,2009,Newton County,94076,13
GA,13217,2011,Newton County,98864,10
GA,13217,2013,Newton County,100808,10
GA,13223,2007,Paulding County,131172,20
GA,13223,2008,Paulding County,137066,18
GA,13223,2009,Paulding County,125780,22
GA,13223,2010,Paulding County,134875,31
GA,13223,2011,Paulding County,139067,19
GA,13223,2012,Paulding County,141846,19
GA,13223,2013,Paulding County,143845,13
GA,13223,2014,Paulding County,145565,27
GA,13233,2010,Polk County,41095,11
GA,13245,2007,Richmond County,196483,13
GA,13245,2008,Richmond County,198423,16
GA,13245,2009,Richmond County,198079,19
GA,13245,2010,Richmond County,198170,29
GA,13245,2011,Richmond County,199100,21
GA,13245,2012,Richmond County,200337,28
GA,13245,2013,Richmond County,201081,15
GA,13245,2014,Richmond County,201244,23
GA,13247,2007,Rockdale County,82146,10
GA,13247,2012,Rockdale County,85008,10
GA,13247,2013,Rockdale County,85650,10
GA,13247,2014,Rockdale County,86256,10
GA,13255,2012,Spalding County,63979,15
GA,13285,2011,Troup County,66422,13
GA,13285,2014,Troup County,68375,10
GA,13295,2007,Walker County,67405,10
GA,13295,2009,Walker County,64295,11
GA,13295,2011,Walker County,68370,10
GA,13295,2012,Walker County,68463,12
GA,13295,2014,Walker County,68445,11
GA,13297,2012,Walton County,83771,15
GA,13297,2013,Walton County,84397,15
GA,13297,2014,Walton County,85378,13
GA,13299,2009,Ware County,35658,10
GA,13299,2014,Ware County,35915,15
GA,13313,2008,Whitfield County,100546,15
GA,13313,2009,Whitfield County,92292,11
GA,13313,2010,Whitfield County,99910,11
GA,13313,2011,Whitfield County,101234,15
GA,13313,2012,Whitfield County,102152,16
GA,13313,2013,Whitfield County,102556,14
GA,13313,2014,Whitfield County,103132,11
IL,17019,2007,Champaign County,196621,13
IL,17019,2008,Champaign County,197570,10
IL,17019,2009,Champaign County,192135,15
IL,17019,2010,Champaign County,197867,11
IL,17019,2011,Champaign County,199443,18
IL,17019,2012,Champaign County,200931,16
IL,17019,2013,Champaign County,202428,19
IL,17019,2014,Champaign County,204214,29
IL,17031,2007,Cook County,5154235,514
IL,17031,2008,Cook County,5161831,534
IL,17031,2009,Cook County,5257001,521
IL,17031,2010,Cook County,5172848,483
IL,17031,2011,Cook County,5182969,496
IL,17031,2012,Cook County,5197677,610
IL,17031,2013,Cook County,5212372,626
IL,17031,2014,Cook County,5227827,621
IL,17037,2011,DeKalb County,104684,11
IL,17043,2007,DuPage County,907426,64
IL,17043,2008,DuPage County,909798,81
IL,17043,2009,DuPage County,925530,55
IL,17043,2010,DuPage County,911481,74
IL,17043,2011,DuPage County,914224,86
IL,17043,2012,DuPage County,918608,108
IL,17043,2013,DuPage County,922803,86
IL,17043,2014,DuPage County,926485,81
IL,17063,2012,Grundy County,49870,13
IL,17089,2007,Kane County,495752,27
IL,17089,2008,Kane County,504437,22
IL,17089,2009,Kane County,494371,28
IL,17089,2010,Kane County,502628,25
IL,17089,2011,Kane County,509622,43
IL,17089,2012,Kane County,514891,41
IL,17089,2013,Kane County,518380,36
IL,17089,2014,Kane County,521874,34
IL,17091,2008,Kankakee County,112658,15
IL,17091,2009,Kankakee County,111244,13
IL,17091,2011,Kankakee County,112895,11
IL,17091,2013,Kankakee County,112991,19
IL,17091,2014,Kankakee County,112682,20
IL,17093,2008,Kendall County,108559,11
IL,17093,2011,Kendall County,110767,11
IL,17093,2013,Kendall County,116366,13
IL,17097,2007,Lake County,692995,64
IL,17097,2008,Lake County,697369,72
IL,17097,2009,Lake County,702558,81
IL,17097,2010,Lake County,697179,90
IL,17097,2011,Lake County,700424,82
IL,17097,2012,Lake County,701282,69
IL,17097,2013,Lake County,702099,62
IL,17097,2014,Lake County,703170,65
IL,17099,2007,LaSalle County,113794,18
IL,17099,2008,LaSalle County,114171,15
IL,17099,2009,LaSalle County,112293,21
IL,17099,2010,LaSalle County,113789,28
IL,17099,2011,LaSalle County,113865,24
IL,17099,2012,LaSalle County,113688,21
IL,17099,2013,LaSalle County,113295,24
IL,17099,2014,LaSalle County,112698,14
IL,17111,2007,McHenry County,305117,16
IL,17111,2008,McHenry County,307246,26
IL,17111,2009,McHenry County,312946,31
IL,17111,2010,McHenry County,306050,32
IL,17111,2011,McHenry County,307721,27
IL,17111,2012,McHenry County,308163,40
IL,17111,2013,McHenry County,308060,28
IL,17111,2014,McHenry County,307888,30
IL,17113,2007,McLean County,165223,13
IL,17113,2008,McLean County,166825,15
IL,17113,2009,McLean County,163686,19
IL,17113,2010,McLean County,166706,12
IL,17113,2011,McLean County,168234,10
IL,17113,2012,McLean County,169689,24
