State,County Code,Year,deaths
KY,21019.0,2011,12
KY,21019.0,2012,10
KY,21019.0,2014,15
KY,21019.0,2015,20
KY,21025.0,2008,10
KY,21025.0,2010,11
KY,21029.0,2011,12
KY,21029.0,2012,22
KY,21029.0,2013,10
KY,21029.0,2014,25
KY,21029.0,2015,13
KY,21031.0,2015,10
KY,21037.0,2003,13
KY,21037.0,2004,10
KY,21037.0,2005,16
KY,21037.0,2006,25
KY,21037.0,2007,11
KY,21037.0,2008,20
KY,21037.0,2009,18
KY,21037.0,2010,23
KY,21037.0,2011,31
KY,21037.0,2012,53
KY,21037.0,2013,27
KY,21037.0,2014,42
KY,21037.0,2015,46
KY,21043.0,2007,11
KY,21043.0,2008,15
KY,21043.0,2010,16
KY,21049.0,2006,11
KY,21049.0,2008,12
KY,21049.0,2009,13
KY,21049.0,2011,12
KY,21049.0,2012,17
KY,21049.0,2013,10
KY,21049.0,2015,13
KY,21051.0,2004,10
KY,21051.0,2010,16
KY,21051.0,2011,25
KY,21053.0,2012,10
KY,21059.0,2005,15
KY,21059.0,2006,12
KY,21059.0,2007,16
KY,21059.0,2008,11
KY,21059.0,2010,13
KY,21059.0,2012,10
KY,21059.0,2013,22
KY,21059.0,2015,11
KY,21065.0,2012,11
KY,21067.0,2003,30
KY,21067.0,2004,34
KY,21067.0,2005,31
KY,21067.0,2006,28
KY,21067.0,2007,38
KY,21067.0,2008,24
KY,21067.0,2009,29
KY,21067.0,2010,45
KY,21067.0,2011,41
KY,21067.0,2012,44
KY,21067.0,2013,54
KY,21067.0,2014,82
KY,21067.0,2015,103
KY,21071.0,2003,11
KY,21071.0,2004,13
KY,21071.0,2005,21
KY,21071.0,2006,18
KY,21071.0,2007,19
KY,21071.0,2008,15
KY,21071.0,2009,23
KY,21071.0,2010,38
KY,21071.0,2011,38
KY,21071.0,2012,17
KY,21071.0,2013,18
KY,21071.0,2014,22
KY,21071.0,2015,17
KY,21073.0,2013,13
KY,21073.0,2014,10
KY,21073.0,2015,11
KY,21081.0,2012,13
KY,21081.0,2014,12
KY,21089.0,2008,10
KY,21089.0,2010,13
KY,21089.0,2013,14
KY,21089.0,2015,10
KY,21093.0,2007,11
KY,21093.0,2009,13
KY,21093.0,2010,14
KY,21093.0,2012,11
KY,21093.0,2013,11
KY,21093.0,2014,13
KY,21095.0,2003,13
KY,21095.0,2010,13
KY,21095.0,2011,11
KY,21095.0,2012,13
KY,21095.0,2013,12
KY,21101.0,2006,10
KY,21107.0,2008,11
KY,21107.0,2013,16
KY,21111.0,2003,88
KY,21111.0,2004,70
KY,21111.0,2005,66
KY,21111.0,2006,82
KY,21111.0,2007,91
KY,21111.0,2008,91
KY,21111.0,2009,85
KY,21111.0,2010,107
KY,21111.0,2011,129
KY,21111.0,2012,179
KY,21111.0,2013,185
KY,21111.0,2014,176
KY,21111.0,2015,205
KY,21113.0,2005,10
KY,21113.0,2008,14
KY,21113.0,2009,14
KY,21113.0,2015,13
KY,21115.0,2009,11
KY,21115.0,2010,21
KY,21115.0,2011,19
KY,21117.0,2003,31
KY,21117.0,2004,10
KY,21117.0,2005,30
KY,21117.0,2006,27
KY,21117.0,2007,18
KY,21117.0,2008,23
KY,21117.0,2009,36
KY,21117.0,2010,63
KY,21117.0,2011,56
KY,21117.0,2012,52
KY,21117.0,2013,64
KY,21117.0,2014,70
KY,21117.0,2015,112
KY,21119.0,2006,11
KY,21119.0,2010,11
KY,21119.0,2012,11
KY,21121.0,2008,15
KY,21121.0,2009,13
KY,21121.0,2010,10
KY,21121.0,2011,23
KY,21121.0,2012,13
KY,21121.0,2013,10
KY,21121.0,2015,18
KY,21125.0,2005,12
KY,21125.0,2006,10
KY,21125.0,2007,12
KY,21125.0,2010,12
KY,21125.0,2011,19
KY,21125.0,2012,15
KY,21125.0,2014,15
KY,21125.0,2015,13
KY,21131.0,2012,10
KY,21131.0,2014,10
KY,21133.0,2010,15
KY,21133.0,2011,18
KY,21133.0,2012,11
KY,21145.0,2005,10
KY,21145.0,2006,13
KY,21145.0,2010,11
KY,21145.0,2011,13
KY,21145.0,2012,18
KY,21145.0,2013,16
KY,21145.0,2014,15
KY,21151.0,2003,12
KY,21151.0,2006,10
KY,21151.0,2008,10
KY,21151.0,2009,11
KY,21151.0,2010,21
KY,21151.0,2011,18
KY,21151.0,2012,18
KY,21151.0,2013,12
KY,21151.0,2014,23
KY,21151.0,2015,27
KY,21159.0,2015,10
KY,21173.0,2008,13
KY,21185.0,2015,12
KY,21193.0,2003,12
KY,21193.0,2004,12
KY,21193.0,2005,10
KY,21193.0,2006,11
KY,21193.0,2008,14
KY,21193.0,2009,16
KY,21193.0,2011,18
KY,21193.0,2012,16
KY,21193.0,2014,12
KY,21193.0,2015,11
KY,21195.0,2003,19
KY,21195.0,2004,11
KY,21195.0,2005,27
KY,21195.0,2006,14
KY,21195.0,2007,30
KY,21195.0,2008,26
KY,21195.0,2009,23
KY,21195.0,2010,35
KY,21195.0,2011,36
KY,21195.0,2012,28
KY,21195.0,2013,20
KY,21195.0,2014,29
KY,21195.0,2015,22
KY,21197.0,2010,16
KY,21197.0,2014,11
KY,21199.0,2006,10
KY,21199.0,2009,12
KY,21199.0,2011,13
KY,21199.0,2012,13
KY,21199.0,2013,11
KY,21199.0,2015,11
KY,21203.0,2009,11
KY,21207.0,2014,15
KY,21209.0,2012,10
KY,21209.0,2015,13
KY,21211.0,2015,14
KY,21217.0,2012,10
KY,21227.0,2003,10
KY,21227.0,2011,16
KY,21227.0,2012,15
KY,21227.0,2013,13
KY,21227.0,2014,13
KY,21227.0,2015,15
KY,21235.0,2003,11
KY,21235.0,2006,11
KY,21235.0,2009,11
KY,21235.0,2010,19
KY,21235.0,2011,14
KY,21235.0,2012,28
KY,21235.0,2013,13
KY,21235.0,2014,15
KY,21235.0,2015,16
LA,22001.0,2003,11
LA,22001.0,2005,23
LA,22001.0,2006,19
LA,22001.0,2007,19
LA,22001.0,2009,11
LA,22001.0,2010,13
LA,22001.0,2011,10
LA,22005.0,2003,11
LA,22005.0,2005,10
LA,22005.0,2007,11
LA,22005.0,2008,12
LA,22005.0,2009,13
LA,22005.0,2011,11
LA,22005.0,2012,12
LA,22005.0,2013,22
LA,22005.0,2014,15
LA,22005.0,2015,16
LA,22015.0,2003,16
LA,22015.0,2005,17
LA,22015.0,2006,10
LA,22015.0,2007,18
LA,22015.0,2008,16
LA,22015.0,2009,12
LA,22015.0,2010,12
LA,22015.0,2013,15
LA,22017.0,2003,22
LA,22017.0,2004,37
LA,22017.0,2005,25
LA,22017.0,2006,28
LA,22017.0,2007,32
LA,22017.0,2008,17
LA,22017.0,2009,24
LA,22017.0,2010,20
LA,22017.0,2011,26
LA,22017.0,2012,14
LA,22017.0,2013,22
LA,22017.0,2014,15
LA,22017.0,2015,26
LA,22019.0,2003,25
LA,22019.0,2004,18
LA,22019.0,2005,47
LA,22019.0,2006,54
LA,22019.0,2007,53
LA,22019.0,2008,21
LA,22019.0,2009,27
LA,22019.0,2010,19
LA,22019.0,2011,16
LA,22019.0,2012,22
LA,22019.0,2013,19
LA,22019.0,2014,25
LA,22019.0,2015,16
LA,22033.0,2003,22
LA,22033.0,2004,17
LA,22033.0,2005,18
LA,22033.0,2006,34
LA,22033.0,2007,34
LA,22033.0,2008,30
LA,22033.0,2009,29
LA,22033.0,2010,31
LA,22033.0,2011,24
LA,22033.0,2012,28
LA,22033.0,2013,52
LA,22033.0,2014,56
LA,22033.0,2015,72
LA,22045.0,2013,19
LA,22045.0,2015,12
LA,22051.0,2003,86
LA,22051.0,2004,88
LA,22051.0,2005,99
LA,22051.0,2006,115
LA,22051.0,2007,117
LA,22051.0,2008,81
LA,22051.0,2009,71
LA,22051.0,2010,58
LA,22051.0,2011,80
LA,22051.0,2012,84
LA,22051.0,2013,118
LA,22051.0,2014,104
LA,22051.0,2015,116
LA,22055.0,2003,24
LA,22055.0,2004,25
LA,22055.0,2005,23
LA,22055.0,2006,35
LA,22055.0,2007,31
LA,22055.0,2008,25
LA,22055.0,2009,26
LA,22055.0,2010,30
LA,22055.0,2011,27
LA,22055.0,2012,31
LA,22055.0,2013,26
LA,22055.0,2014,31
LA,22055.0,2015,28
LA,22057.0,2004,10
LA,22057.0,2007,12
LA,22057.0,2010,19
LA,22057.0,2011,14
LA,22057.0,2012,12
LA,22057.0,2013,14
LA,22057.0,2014,25
LA,22057.0,2015,12
LA,22063.0,2003,23
LA,22063.0,2004,16
LA,22063.0,2005,26
LA,22063.0,2006,25
LA,22063.0,2007,25
LA,22063.0,2008,32
LA,22063.0,2009,26
LA,22063.0,2010,35
LA,22063.0,2011,33
LA,22063.0,2012,24
LA,22063.0,2013,36
LA,22063.0,2014,29
LA,22063.0,2015,47
LA,22071.0,2003,16
LA,22071.0,2004,17
LA,22071.0,2005,22
LA,22071.0,2006,32
LA,22071.0,2007,46
LA,22071.0,2008,50
LA,22071.0,2009,45
LA,22071.0,2010,17
LA,22071.0,2011,40
LA,22071.0,2012,65
LA,22071.0,2013,113
LA,22071.0,2014,104
LA,22071.0,2015,96
LA,22073.0,2005,14
LA,22073.0,2006,16
LA,22073.0,2007,18
LA,22073.0,2008,18
LA,22073.0,2009,18
LA,22073.0,2010,12
LA,22073.0,2012,17
LA,22073.0,2013,17
LA,22073.0,2014,14
LA,22073.0,2015,23
LA,22079.0,2010,10
LA,22079.0,2011,15
LA,22079.0,2013,14
LA,22079.0,2014,14
LA,22079.0,2015,14
LA,22087.0,2003,29
LA,22087.0,2004,17
LA,22087.0,2005,16
LA,22087.0,2008,13
LA,22087.0,2013,15
LA,22089.0,2004,12
LA,22089.0,2006,11
LA,22089.0,2007,11
LA,22089.0,2013,14
LA,22089.0,2015,13
LA,22095.0,2010,10
LA,22097.0,2003,10
LA,22097.0,2005,23
LA,22097.0,2006,22
LA,22097.0,2007,14
LA,22097.0,2008,16
LA,22097.0,2015,10
LA,22101.0,2008,11
LA,22101.0,2009,12
LA,22103.0,2003,40
LA,22103.0,2004,44
LA,22103.0,2005,55
LA,22103.0,2006,64
LA,22103.0,2007,63
LA,22103.0,2008,51
LA,22103.0,2009,36
LA,22103.0,2010,42
LA,22103.0,2011,39
LA,22103.0,2012,40
LA,22103.0,2013,66
LA,22103.0,2014,63
LA,22103.0,2015,61
LA,22105.0,2004,17
LA,22105.0,2005,31
LA,22105.0,2006,24
LA,22105.0,2007,27
LA,22105.0,2008,21
LA,22105.0,2009,20
LA,22105.0,2010,29
LA,22105.0,2011,20
LA,22105.0,2013,20
LA,22105.0,2014,24
LA,22105.0,2015,24
LA,22109.0,2003,19
LA,22109.0,2004,17
LA,22109.0,2005,17
LA,22109.0,2006,20
LA,22109.0,2007,16
LA,22109.0,2008,14
LA,22109.0,2009,12
LA,22109.0,2010,22
LA,22109.0,2011,17
LA,22109.0,2012,18
LA,22109.0,2013,22
LA,22109.0,2014,22
LA,22109.0,2015,35
LA,22113.0,2015,10
LA,22117.0,2007,15
LA,22117.0,2012,10
LA,22117.0,2014,13
LA,22117.0,2015,18
MA,25001.0,2003,21
MA,25001.0,2004,21
MA,25001.0,2005,20
MA,25001.0,2006,28
MA,25001.0,2007,37
MA,25001.0,2008,26
MA,25001.0,2009,25
MA,25001.0,2010,24
MA,25001.0,2011,18
MA,25001.0,2012,20
MA,25001.0,2013,41
MA,25001.0,2014,48
MA,25001.0,2015,62
MA,25003.0,2005,18
MA,25003.0,2007,15
MA,25003.0,2008,10
MA,25003.0,2009,16
MA,25003.0,2010,10
MA,25003.0,2011,12
MA,25003.0,2012,16
MA,25003.0,2013,19
MA,25003.0,2014,24
MA,25003.0,2015,32
MA,25005.0,2003,99
MA,25005.0,2004,94
MA,25005.0,2005,79
MA,25005.0,2006,112
MA,25005.0,2007,87
MA,25005.0,2008,89
MA,25005.0,2009,69
MA,25005.0,2010,103
MA,25005.0,2011,101
MA,25005.0,2012,101
MA,25005.0,2013,128
MA,25005.0,2014,159
MA,25005.0,2015,166
MA,25009.0,2003,99
MA,25009.0,2004,80
MA,25009.0,2005,101
MA,25009.0,2006,120
MA,25009.0,2007,117
MA,25009.0,2008,82
MA,25009.0,2009,84
MA,25009.0,2010,55
MA,25009.0,2011,63
MA,25009.0,2012,107
MA,25009.0,2013,125
MA,25009.0,2014,178
MA,25009.0,2015,217
MA,25011.0,2013,10
MA,25011.0,2014,10
MA,25011.0,2015,17
MA,25013.0,2003,50
MA,25013.0,2004,33
MA,25013.0,2005,39
MA,25013.0,2006,53
MA,25013.0,2007,58
MA,25013.0,2008,50
MA,25013.0,2009,51
MA,25013.0,2010,51
MA,25013.0,2011,54
MA,25013.0,2012,70
MA,25013.0,2013,74
MA,25013.0,2014,56
MA,25013.0,2015,104
MA,25015.0,2003,10
MA,25015.0,2004,12
MA,25015.0,2006,15
MA,25015.0,2007,15
MA,25015.0,2008,14
MA,25015.0,2009,14
MA,25015.0,2010,13
MA,25015.0,2012,12
MA,25015.0,2013,26
MA,25015.0,2014,21
MA,25015.0,2015,19
MA,25017.0,2003,148
MA,25017.0,2004,113
MA,25017.0,2005,156
MA,25017.0,2006,162
MA,25017.0,2007,165
MA,25017.0,2008,147
MA,25017.0,2009,148
MA,25017.0,2010,126
MA,25017.0,2011,167
MA,25017.0,2012,146
MA,25017.0,2013,167
MA,25017.0,2014,258
MA,25017.0,2015,323
MA,25021.0,2003,41
MA,25021.0,2004,47
MA,25021.0,2005,72
MA,25021.0,2006,67
MA,25021.0,2007,70
MA,25021.0,2008,72
MA,25021.0,2009,79
MA,25021.0,2010,71
MA,25021.0,2011,64
MA,25021.0,2012,78
MA,25021.0,2013,90
MA,25021.0,2014,118
MA,25021.0,2015,148
MA,25023.0,2003,48
MA,25023.0,2004,28
MA,25023.0,2005,45
MA,25023.0,2006,58
MA,25023.0,2007,61
MA,25023.0,2008,49
MA,25023.0,2009,61
MA,25023.0,2010,43
MA,25023.0,2011,68
MA,25023.0,2012,59
MA,25023.0,2013,82
MA,25023.0,2014,92
MA,25023.0,2015,157
MA,25025.0,2003,129
MA,25025.0,2004,94
MA,25025.0,2005,85
MA,25025.0,2006,143
MA,25025.0,2007,121
MA,25025.0,2008,83
MA,25025.0,2009,113
MA,25025.0,2010,73
MA,25025.0,2011,86
MA,25025.0,2012,97
MA,25025.0,2013,124
MA,25025.0,2014,130
MA,25025.0,2015,183
MA,25027.0,2003,80
MA,25027.0,2004,36
MA,25027.0,2005,75
MA,25027.0,2006,112
MA,25027.0,2007,102
MA,25027.0,2008,95
MA,25027.0,2009,66
MA,25027.0,2010,87
MA,25027.0,2011,114
MA,25027.0,2012,99
MA,25027.0,2013,143
MA,25027.0,2014,126
MA,25027.0,2015,220
MD,24001.0,2003,15
MD,24001.0,2006,12
MD,24001.0,2011,10
MD,24001.0,2015,11
MD,24003.0,2003,41
MD,24003.0,2004,53
MD,24003.0,2005,58
MD,24003.0,2006,61
MD,24003.0,2007,68
MD,24003.0,2008,70
MD,24003.0,2009,74
MD,24003.0,2010,59
MD,24003.0,2011,72
MD,24003.0,2012,75
MD,24003.0,2013,97
MD,24003.0,2014,111
MD,24003.0,2015,133
MD,24005.0,2003,147
MD,24005.0,2004,104
MD,24005.0,2005,111
MD,24005.0,2006,132
MD,24005.0,2007,116
MD,24005.0,2008,127
MD,24005.0,2009,129
MD,24005.0,2010,120
MD,24005.0,2011,112
MD,24005.0,2012,159
MD,24005.0,2013,143
MD,24005.0,2014,189
MD,24005.0,2015,234
MD,24009.0,2007,13
MD,24009.0,2012,10
MD,24009.0,2013,10
MD,24009.0,2014,12
MD,24009.0,2015,14
MD,24011.0,2011,11
MD,24013.0,2003,23
MD,24013.0,2004,14
MD,24013.0,2005,18
MD,24013.0,2006,13
MD,24013.0,2007,16
MD,24013.0,2008,15
MD,24013.0,2009,20
MD,24013.0,2010,12
MD,24013.0,2012,21
MD,24013.0,2013,22
MD,24013.0,2014,24
MD,24013.0,2015,41
MD,24015.0,2003,13
MD,24015.0,2004,17
MD,24015.0,2005,12
MD,24015.0,2006,18
MD,24015.0,2007,25
MD,24015.0,2008,10
MD,24015.0,2009,17
MD,24015.0,2010,23
MD,24015.0,2011,29
MD,24015.0,2012,25
MD,24015.0,2013,16
MD,24015.0,2014,33
MD,24015.0,2015,33
MD,24017.0,2008,13
MD,24017.0,2009,11
MD,24017.0,2010,12
MD,24017.0,2012,11
MD,24017.0,2014,18
MD,24017.0,2015,16
MD,24021.0,2003,10
MD,24021.0,2004,11
MD,24021.0,2005,13
MD,24021.0,2006,21
MD,24021.0,2007,16
MD,24021.0,2008,13
MD,24021.0,2009,20
MD,24021.0,2010,10
MD,24021.0,2011,20
MD,24021.0,2012,21
MD,24021.0,2013,25
MD,24021.0,2014,32
MD,24021.0,2015,34
MD,24025.0,2003,37
MD,24025.0,2004,22
MD,24025.0,2005,23
MD,24025.0,2006,36
MD,24025.0,2007,29
MD,24025.0,2008,34
MD,24025.0,2009,30
MD,24025.0,2010,29
MD,24025.0,2011,38
MD,24025.0,2012,44
MD,24025.0,2013,42
MD,24025.0,2014,41
MD,24025.0,2015,51
MD,24027.0,2003,17
MD,24027.0,2004,11
MD,24027.0,2006,11
MD,24027.0,2007,15
MD,24027.0,2008,11
MD,24027.0,2009,16
MD,24027.0,2010,10
MD,24027.0,2011,15
MD,24027.0,2012,18
MD,24027.0,2013,19
MD,24027.0,2014,14
MD,24027.0,2015,27
MD,24031.0,2003,28
MD,24031.0,2004,29
MD,24031.0,2005,29
MD,24031.0,2006,38
MD,24031.0,2007,40
MD,24031.0,2008,45
MD,24031.0,2009,44
MD,24031.0,2010,18
MD,24031.0,2011,44
MD,24031.0,2012,49
MD,24031.0,2013,47
MD,24031.0,2014,73
MD,24031.0,2015,92
MD,24033.0,2003,52
MD,24033.0,2004,54
MD,24033.0,2005,34
MD,24033.0,2006,28
MD,24033.0,2007,35
MD,24033.0,2008,49
MD,24033.0,2009,52
MD,24033.0,2010,39
MD,24033.0,2011,42
MD,24033.0,2012,49
MD,24033.0,2013,47
MD,24033.0,2014,60
MD,24033.0,2015,62
MD,24037.0,2008,11
MD,24037.0,2010,11
MD,24037.0,2015,11
MD,24043.0,2005,10
MD,24043.0,2006,14
MD,24043.0,2007,16
MD,24043.0,2008,20
MD,24043.0,2009,13
MD,24043.0,2010,15
MD,24043.0,2011,18
MD,24043.0,2012,17
MD,24043.0,2013,21
MD,24043.0,2014,33
MD,24043.0,2015,56
MD,24045.0,2006,15
MD,24045.0,2009,12
MD,24045.0,2011,12
MD,24045.0,2012,13
MD,24045.0,2013,11
MD,24045.0,2014,10
MD,24047.0,2006,10
MD,24047.0,2015,11
MD,24510.0,2003,253
MD,24510.0,2004,223
MD,24510.0,2005,213
MD,24510.0,2006,236
MD,24510.0,2007,234
MD,24510.0,2008,152
MD,24510.0,2009,194
MD,24510.0,2010,136
MD,24510.0,2011,134
MD,24510.0,2012,170
MD,24510.0,2013,199
MD,24510.0,2014,254
MD,24510.0,2015,319
ME,23001.0,2008,13
ME,23001.0,2009,13
ME,23001.0,2010,12
ME,23001.0,2011,12
ME,23001.0,2013,10
ME,23001.0,2014,21
ME,23001.0,2015,23
ME,23003.0,2011,13
ME,23005.0,2003,26
ME,23005.0,2004,29
ME,23005.0,2005,25
ME,23005.0,2006,18
ME,23005.0,2007,31
ME,23005.0,2008,31
ME,23005.0,2009,32
ME,23005.0,2010,23
ME,23005.0,2011,19
ME,23005.0,2012,33
ME,23005.0,2013,44
ME,23005.0,2014,37
ME,23005.0,2015,67
ME,23009.0,2014,11
ME,23011.0,2004,21
ME,23011.0,2005,12
ME,23011.0,2006,19
ME,23011.0,2007,15
ME,23011.0,2008,10
ME,23011.0,2010,11
ME,23011.0,2011,13
ME,23011.0,2013,17
ME,23011.0,2014,14
ME,23011.0,2015,28
ME,23017.0,2007,10
ME,23019.0,2003,15
ME,23019.0,2004,11
ME,23019.0,2005,16
ME,23019.0,2006,27
ME,23019.0,2007,14
ME,23019.0,2008,19
ME,23019.0,2009,14
ME,23019.0,2010,12
ME,23019.0,2011,12
ME,23019.0,2013,15
ME,23019.0,2014,18
ME,23019.0,2015,24
ME,23031.0,2003,16
ME,23031.0,2004,16
ME,23031.0,2005,18
ME,23031.0,2006,23
ME,23031.0,2007,20
ME,23031.0,2008,23
ME,23031.0,2009,21
ME,23031.0,2010,17
ME,23031.0,2011,23
ME,23031.0,2012,19
ME,23031.0,2013,19
ME,23031.0,2014,35
ME,23031.0,2015,39
MI,26005.0,2007,17
MI,26005.0,2009,12
MI,26005.0,2013,10
MI,26005.0,2014,21
MI,26017.0,2006,13
MI,26017.0,2007,12
MI,26017.0,2008,17
MI,26017.0,2009,14
MI,26017.0,2010,11
MI,26017.0,2011,20
MI,26017.0,2012,21
MI,26017.0,2013,17
MI,26017.0,2014,13
MI,26017.0,2015,21
MI,26021.0,2005,15
MI,26021.0,2006,21
MI,26021.0,2007,15
MI,26021.0,2008,15
MI,26021.0,2009,21
MI,26021.0,2010,17
MI,26021.0,2011,19
MI,26021.0,2012,17
MI,26021.0,2013,16
MI,26021.0,2014,31
MI,26021.0,2015,30
MI,26025.0,2003,15
MI,26025.0,2004,23
MI,26025.0,2005,14
MI,26025.0,2006,22
MI,26025.0,2007,25
MI,26025.0,2008,21
MI,26025.0,2009,36
MI,26025.0,2010,27
MI,26025.0,2011,28
MI,26025.0,2012,34
MI,26025.0,2013,28
MI,26025.0,2014,26
MI,26025.0,2015,41
MI,26027.0,2011,13
MI,26045.0,2007,10
MI,26045.0,2010,10
MI,26045.0,2013,15
MI,26045.0,2014,12
MI,26045.0,2015,20
MI,26049.0,2003,34
MI,26049.0,2004,40
MI,26049.0,2005,14
MI,26049.0,2006,25
MI,26049.0,2007,53
MI,26049.0,2008,79
MI,26049.0,2009,77
MI,26049.0,2010,110
MI,26049.0,2011,80
MI,26049.0,2012,56
MI,26049.0,2013,49
MI,26049.0,2014,47
MI,26049.0,2015,55
MI,26055.0,2009,10
MI,26055.0,2011,13
MI,26055.0,2012,12
MI,26065.0,2003,14
MI,26065.0,2004,23
MI,26065.0,2005,19
MI,26065.0,2006,17
MI,26065.0,2007,24
MI,26065.0,2008,20
MI,26065.0,2009,26
MI,26065.0,2010,26
MI,26065.0,2011,34
MI,26065.0,2012,27
MI,26065.0,2013,47
MI,26065.0,2014,47
MI,26065.0,2015,54
MI,26067.0,2010,10
MI,26067.0,2014,13
MI,26073.0,2015,12
MI,26075.0,2004,13
MI,26075.0,2005,12
MI,26077.0,2003,11
MI,26077.0,2004,15
MI,26077.0,2005,19
MI,26077.0,2006,29
MI,26077.0,2007,14
MI,26077.0,2008,17
MI,26077.0,2009,22
MI,26077.0,2010,21
MI,26077.0,2011,25
MI,26077.0,2012,19
MI,26077.0,2013,36
MI,26077.0,2014,26
MI,26077.0,2015,20
MI,26081.0,2003,31
MI,26081.0,2004,34
MI,26081.0,2005,39
MI,26081.0,2006,45
MI,26081.0,2007,62
MI,26081.0,2008,59
MI,26081.0,2009,64
MI,26081.0,2010,53
MI,26081.0,2011,48
MI,26081.0,2012,63
MI,26081.0,2013,69
MI,26081.0,2014,58
MI,26081.0,2015,94
MI,26087.0,2009,10
MI,26087.0,2010,14
MI,26091.0,2014,19
MI,26091.0,2015,17
MI,26093.0,2006,16
MI,26093.0,2007,14
MI,26093.0,2008,21
MI,26093.0,2009,13
MI,26093.0,2010,11
MI,26093.0,2011,12
MI,26093.0,2012,25
MI,26093.0,2013,23
MI,26093.0,2014,41
MI,26093.0,2015,21
MI,26099.0,2003,82
MI,26099.0,2004,95
MI,26099.0,2005,125
MI,26099.0,2006,144
MI,26099.0,2007,169
MI,26099.0,2008,178
MI,26099.0,2009,200
MI,26099.0,2010,203
MI,26099.0,2011,211
MI,26099.0,2012,174
MI,26099.0,2013,237
MI,26099.0,2014,252
MI,26099.0,2015,251
MI,26101.0,2011,10
MI,26103.0,2013,10
MI,26103.0,2015,12
MI,26111.0,2012,10
MI,26115.0,2005,16
MI,26115.0,2006,13
MI,26115.0,2007,29
MI,26115.0,2008,22
MI,26115.0,2009,18
MI,26115.0,2010,19
MI,26115.0,2011,20
MI,26115.0,2012,41
MI,26115.0,2013,36
MI,26115.0,2014,35
MI,26115.0,2015,46
MI,26117.0,2015,14
MI,26121.0,2003,12
MI,26121.0,2004,12
MI,26121.0,2005,14
MI,26121.0,2006,15
MI,26121.0,2007,27
MI,26121.0,2008,14
MI,26121.0,2009,19
MI,26121.0,2010,28
MI,26121.0,2011,23
MI,26121.0,2012,17
MI,26121.0,2013,33
MI,26121.0,2014,44
MI,26121.0,2015,30
MI,26125.0,2003,73
MI,26125.0,2004,84
MI,26125.0,2005,76
MI,26125.0,2006,88
MI,26125.0,2007,80
MI,26125.0,2008,76
MI,26125.0,2009,105
MI,26125.0,2010,82
MI,26125.0,2011,76
MI,26125.0,2012,102
MI,26125.0,2013,109
MI,26125.0,2014,129
MI,26125.0,2015,124
MI,26139.0,2007,15
MI,26139.0,2008,10
MI,26139.0,2009,22
MI,26139.0,2010,10
MI,26139.0,2011,27
MI,26139.0,2013,15
MI,26139.0,2014,24
MI,26139.0,2015,24
MI,26143.0,2007,10
MI,26145.0,2003,16
MI,26145.0,2004,10
MI,26145.0,2005,12
MI,26145.0,2006,23
MI,26145.0,2007,22
MI,26145.0,2008,27
MI,26145.0,2009,23
MI,26145.0,2010,18
MI,26145.0,2011,24
MI,26145.0,2012,20
MI,26145.0,2013,27
MI,26145.0,2014,36
MI,26145.0,2015,32
MI,26147.0,2003,11
MI,26147.0,2005,15
MI,26147.0,2006,16
MI,26147.0,2007,16
MI,26147.0,2008,22
MI,26147.0,2009,35
MI,26147.0,2010,34
MI,26147.0,2011,27
MI,26147.0,2012,22
MI,26147.0,2013,35
MI,26147.0,2014,36
MI,26147.0,2015,30
MI,26155.0,2007,14
MI,26155.0,2008,14
MI,26155.0,2009,14
MI,26155.0,2010,15
MI,26155.0,2011,12
MI,26159.0,2008,16
MI,26159.0,2009,11
MI,26159.0,2010,13
MI,26159.0,2011,10
MI,26159.0,2012,10
MI,26159.0,2013,12
MI,26161.0,2005,14
MI,26161.0,2006,17
MI,26161.0,2007,16
MI,26161.0,2008,25
MI,26161.0,2009,30
MI,26161.0,2010,35
MI,26161.0,2011,32
MI,26161.0,2012,25
MI,26161.0,2013,46
MI,26161.0,2014,59
MI,26161.0,2015,54
MI,26163.0,2003,183
MI,26163.0,2004,198
MI,26163.0,2005,251
MI,26163.0,2006,319
MI,26163.0,2007,278
MI,26163.0,2008,269
MI,26163.0,2009,306
MI,26163.0,2010,272
MI,26163.0,2011,269
MI,26163.0,2012,291
MI,26163.0,2013,384
MI,26163.0,2014,448
MI,26163.0,2015,577
MN,27003.0,2003,11
MN,27003.0,2004,14
MN,27003.0,2005,14
MN,27003.0,2006,12
MN,27003.0,2007,16
MN,27003.0,2008,13
MN,27003.0,2009,30
MN,27003.0,2010,36
MN,27003.0,2011,35
MN,27003.0,2012,36
MN,27003.0,2013,43
MN,27003.0,2014,22
MN,27003.0,2015,34
MN,27027.0,2015,12
MN,27037.0,2008,24
MN,27037.0,2009,27
MN,27037.0,2010,18
MN,27037.0,2011,29
MN,27037.0,2012,21
MN,27037.0,2013,25
MN,27037.0,2014,30
MN,27037.0,2015,39
MN,27053.0,2003,63
MN,27053.0,2004,67
MN,27053.0,2005,78
MN,27053.0,2006,85
MN,27053.0,2007,91
MN,27053.0,2008,104
MN,27053.0,2009,89
MN,27053.0,2010,109
MN,27053.0,2011,123
MN,27053.0,2012,124
MN,27053.0,2013,137
MN,27053.0,2014,129
MN,27053.0,2015,149
MN,27109.0,2011,11
MN,27109.0,2012,13
MN,27109.0,2013,15
MN,27109.0,2014,15
MN,27123.0,2003,25
MN,27123.0,2004,29
